Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1742307201.1845672,2,1742307201,181878488,gps,0,1,-19.869501748333334,-43.964148720000004,806.9869995117188,23.510863208284945,0.0,0.0,0.0,17.6131281843775,0.0,0.0,0.0,175.74273822960458,1
1742307202.188096,3,1742307202,185021114,gps,0,1,-19.869501991666667,-43.96414870333333,807.0419921875,23.503104480834963,0.0,0.0,0.0,17.6131281843775,0.0,0.0,0.0,175.80638718922364,1
1742307203.190135,4,1742307203,187960845,gps,0,1,-19.869502188333335,-43.964148565,807.0800170898438,23.503104480834963,0.0,0.0,0.0,17.6131281843775,0.0,0.0,0.0,175.8700223781716,1
1742307204.1941974,5,1742307204,190036263,gps,0,1,-19.869502298333334,-43.964148466666664,807.073974609375,23.503104480834963,0.0,0.0,0.0,17.619848821604137,0.0,0.0,0.0,175.93369438085938,1
1742307205.1962862,6,1742307205,193016652,gps,0,1,-19.869502305,-43.964148400000006,807.114013671875,23.503104480834963,0.0,0.0,0.0,17.619848821604137,0.0,0.0,0.0,176.01858300521508,1
1742307206.1992095,7,1742307206,196011106,gps,0,1,-19.869502378333333,-43.964148214999994,807.1389770507812,23.503104480834963,0.0,0.0,0.0,17.619848821604137,0.0,0.0,0.0,176.0822818922461,1
1742307207.2023773,8,1742307207,198935161,gps,0,1,-19.869502383333334,-43.96414804833333,807.1170043945312,23.49534703380982,0.0,0.0,0.0,17.619848821604137,0.0,0.0,0.0,176.14599230310068,1
1742307208.2042735,9,1742307208,202102428,gps,0,1,-19.869502370000003,-43.96414791666666,807.1599731445312,23.49534703380982,0.0,0.0,0.0,17.619848821604137,0.0,0.0,0.0,176.20971423777883,1
1742307209.2065594,10,1742307209,204210085,gps,0,1,-19.869502604999997,-43.96414769333334,807.114013671875,23.49534703380982,0.0,0.0,0.0,17.62656273296875,0.0,0.0,0.0,176.27344769628053,1
1742307210.2097132,11,1742307210,206489169,gps,0,1,-19.869502581666666,-43.96414765333334,807.051025390625,22.779619541408692,0.0,0.0,0.0,16.875666287933427,0.0,0.0,0.0,168.0238003498025,1
1742307211.2120676,12,1742307211,209410930,gps,0,1,-19.869502646666668,-43.96414712333333,806.9749755859375,22.779619541408692,0.0,0.0,0.0,16.882240819277513,0.0,0.0,0.0,168.0860359538965,1
1742307212.2151713,13,1742307212,211990825,gps,0,1,-19.869502753333332,-43.96414690833333,806.905029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1742307213.2179513,14,1742307213,214997481,gps,0,1,-19.869503425,-43.964146213333336,806.9359741210938,30.07096348099003,0.0,0.0,0.0,31.22686112397446,0.0,0.0,0.0,248.60139280099338,1
1742307214.2197502,15,1742307214,217902286,gps,0,1,-19.869504806666665,-43.96414534,806.8839721679688,23.487595489096748,0.0,0.0,0.0,17.633281927901635,0.0,0.0,0.0,176.59221180700933,1
1742307215.2222748,16,1742307215,219725821,gps,0,1,-19.86950626666667,-43.96414430666667,806.8469848632812,23.487595489096748,0.0,0.0,0.0,17.633281927901635,0.0,0.0,0.0,176.67725913232425,1
1742307216.2251225,17,1742307216,222215681,gps,0,1,-19.869509193333332,-43.964142181666666,806.8560180664062,23.487595489096748,0.0,0.0,0.0,17.633281927901635,0.0,0.0,0.0,176.7410770805518,1
1742307217.2268949,18,1742307217,224880247,gps,0,1,-19.869511555,-43.96414081666667,806.8040161132812,23.487595489096748,0.0,0.0,0.0,17.633281927901635,0.0,0.0,0.0,176.80490655260292,1
1742307218.2294154,19,1742307218,226833683,gps,0,1,-19.869512935,-43.96414048500001,806.7999877929688,23.47984060215822,0.0,0.0,0.0,17.633281927901635,0.0,0.0,0.0,176.8687475484776,1
1742307219.2328298,20,1742307219,229441345,gps,0,1,-19.869515085,-43.964142415,806.7349853515625,23.47984060215822,0.0,0.0,0.0,17.633281927901635,0.0,0.0,0.0,176.93257469738546,1
1742307220.23591,21,1742307220,232831355,gps,-1,1,-19.869517235,-43.96414529333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1742307221.242702,22,1742307221,235780483,gps,0,1,-19.869519956666668,-43.9641482,806.698974609375,23.47984060215822,0.0,0.0,0.0,17.64000240325936,0.0,0.0,0.0,177.06026353920697,1
1742307222.2453425,23,1742307222,242582700,gps,0,1,-19.869522351666667,-43.964151028333326,806.6539916992188,23.47984060215822,0.0,0.0,0.0,17.64000240325936,0.0,0.0,0.0,177.1241506166407,1
1742307223.2482178,24,1742307223,245288203,gps,0,1,-19.869524660000003,-43.964153835,806.677978515625,23.472091616006082,0.0,0.0,0.0,17.64000240325936,0.0,0.0,0.0,177.18804921789797,1
1742307224.251701,25,1742307224,248265670,gps,0,1,-19.869526878333332,-43.96415652166667,806.7269897460938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1742307225.2557242,26,1742307225,251700054,gps,0,1,-19.869529176666667,-43.964159374999994,806.7769775390625,23.472091616006082,0.0,0.0,0.0,17.646720152846683,0.0,0.0,0.0,177.33716536925294,1
1742307226.2571826,27,1742307226,254796717,gps,0,1,-19.869531596666665,-43.964162110000004,806.7429809570312,23.472091616006082,0.0,0.0,0.0,17.646720152846683,0.0,0.0,0.0,177.40110237867702,1
1742307227.2594905,28,1742307227,257145731,gps,-1,1,-19.869533755000003,-43.96416492833334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1742307228.261903,29,1742307228,259280148,gps,0,1,-19.86953644,-43.964168328333336,806.7329711914062,23.472091616006082,0.0,0.0,0.0,17.646720152846683,0.0,0.0,0.0,177.52898555548109,1
1742307229.2663956,30,1742307229,261813950,gps,0,1,-19.869538558333332,-43.964171203333336,806.77197265625,23.464334669555683,0.0,0.0,0.0,17.646720152846683,0.0,0.0,0.0,177.59295713179745,1
1742307230.2686582,31,1742307230,266153246,gps,0,1,-19.869540918333332,-43.964173974999994,806.781982421875,23.464334669555683,0.0,0.0,0.0,17.65344318829102,0.0,0.0,0.0,177.6568893865997,1
1742307231.2786355,32,1742307231,268633855,gps,0,1,-19.869543323333335,-43.96417676166667,806.72802734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1742307232.2795148,33,1742307232,277541089,gps,0,1,-19.869545538333334,-43.96417924833333,806.7379760742188,23.464334669555683,0.0,0.0,0.0,17.65344318829102,0.0,0.0,0.0,177.80620264708068,1
1742307233.2841635,34,1742307233,279464905,gps,0,1,-19.869547636666667,-43.964182355000005,806.7930297851562,23.464334669555683,0.0,0.0,0.0,17.65344318829102,0.0,0.0,0.0,177.8702241462306,1
1742307234.2862263,35,1742307234,284095923,gps,0,1,-19.869549651666667,-43.96418509,806.7940063476562,23.456588242727094,0.0,0.0,0.0,17.65344318829102,0.0,0.0,0.0,177.9342571692041,1
1742307235.288593,36,1742307235,286232827,gps,0,1,-19.86955170166667,-43.96418785666666,806.8369750976562,23.456588242727094,0.0,0.0,0.0,17.66016349643928,0.0,0.0,0.0,177.99830171600115,1
1742307236.2901335,37,1742307236,288595288,gps,0,1,-19.869553885000002,-43.96419085666666,806.7860107421875,23.456588242727094,0.0,0.0,0.0,17.66016349643928,0.0,0.0,0.0,178.06235778662176,1
1742307237.293567,38,1742307237,290115313,gps,0,1,-19.869555925,-43.96419361833333,806.7670288085938,23.456588242727094,0.0,0.0,0.0,17.66016349643928,0.0,0.0,0.0,178.12639992482673,1
1742307238.2948105,39,1742307238,293050931,gps,0,1,-19.869558053333332,-43.96419643666666,806.7219848632812,23.456588242727094,0.0,0.0,0.0,17.66016349643928,0.0,0.0,0.0,178.19047903851606,1
1742307239.2976835,40,1742307239,294803559,gps,0,1,-19.86956015666667,-43.96419919833333,806.7360229492188,23.44883847672486,0.0,0.0,0.0,17.66016349643928,0.0,0.0,0.0,178.25451874524242,1
1742307240.300914,41,1742307240,297588410,gps,0,1,-19.869562408333334,-43.96420192000001,806.6890258789062,23.44883847672486,0.0,0.0,0.0,17.66016349643928,0.0,0.0,0.0,178.31862089742208,1
1742307241.303038,42,1742307241,300626504,gps,0,1,-19.869564748333335,-43.964204679999995,806.6890258789062,23.44883847672486,0.0,0.0,0.0,17.666893100454217,0.0,0.0,0.0,178.3827345734253,1
